2025-11-27 17:53:03,317 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:2c:f7', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 17:53:43,991 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:2c:f7', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 18:02:29,489 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:3c:ce', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 18:02:30,832 - ERROR - cannot resolve ip addresses
2025-11-27 18:02:51,303 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:3c:ce', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 18:02:52,711 - ERROR - cannot resolve ip addresses
2025-11-27 18:06:17,270 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:3c:ce', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 18:10:28,429 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '9c:a2:f4:6e:cf:e8', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 18:12:16,606 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:2c:7d', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 18:17:09,382 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:2c:7b', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 18:17:22,644 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:2c:7b', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 18:17:59,406 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:2c:7b', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 18:20:24,449 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:2c:7b', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-27 18:29:55,605 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:44:40', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-28 10:02:35,856 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:44:40', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-28 10:22:23,120 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '30:de:4b:4d:44:40', 'pi_mac': 'd8:3a:dd:17:22:30'}
2025-11-28 16:24:55,873 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '1c:61:b4:ce:4b:33', 'pi_mac': 'd8:3a:dd:15:42:93'}
2025-11-28 16:24:57,527 - ERROR - cannot resolve ip addresses
2025-11-28 16:25:58,010 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': '1c:61:b4:ce:4b:33', 'pi_mac': 'd8:3a:dd:15:42:42'}
2025-11-28 16:29:51,222 - INFO - loaded macs {'mac': '9c:9c:1f:91:e1:b6', 'plug_mac': 'ac:15:a2:46:9c:26', 'pi_mac': 'd8:3a:dd:15:42:42'}
2025-11-28 16:29:52,860 - INFO - experiment config {'modes': ['idle', 'idle_attack'], 'device_label': 'cosori', 'attacks': ['syn_flood', 'icmp_flood', 'port_scan', 'os_fingerprint'], 'tapo_email': 'iotlabucl@gmail.com', 'tapo_password': 'IoTlabUCL', 'pi_user': 'pi4', 'device_folder': 'cosori', 'pcap_dir': '/data/disk1/powerguard/new', 'interval': 1, 'settle_time': 60, 'duration': 2400, 'log_path': 'logs/cosori.log', 'mac_address': '9c:9c:1f:91:e1:b6', 'plug_mac': 'ac:15:a2:46:9c:26', 'pi_mac': 'd8:3a:dd:15:42:42', 'plug_ip': '192.168.40.136', 'pi_ip': '10.10.0.157', 'device_ip': '10.10.0.163'}
2025-11-28 16:29:52,860 - INFO - starting idle monitoring
2025-11-28 16:29:53,060 - INFO - [START] Power logging: cosori/idle
2025-11-28 16:29:53,090 - INFO - 2025-11-28T16:29:53.090404 | 733 mW | under_attack=0
2025-11-28 16:30:39,686 - INFO - 2025-11-28T16:30:39.686435 | 817 mW | under_attack=0
2025-11-28 16:30:40,717 - INFO - 2025-11-28T16:30:40.717032 | 817 mW | under_attack=0
2025-11-28 16:30:41,762 - INFO - 2025-11-28T16:30:41.762006 | 817 mW | under_attack=0
2025-11-28 16:30:42,791 - INFO - 2025-11-28T16:30:42.791661 | 812 mW | under_attack=0
2025-11-28 16:30:43,835 - INFO - 2025-11-28T16:30:43.835105 | 812 mW | under_attack=0
2025-11-28 16:30:44,866 - INFO - 2025-11-28T16:30:44.866843 | 812 mW | under_attack=0
2025-11-28 16:30:45,902 - INFO - 2025-11-28T16:30:45.902619 | 812 mW | under_attack=0
2025-11-28 16:30:46,932 - INFO - 2025-11-28T16:30:46.932664 | 747 mW | under_attack=0
2025-11-28 16:30:47,963 - INFO - 2025-11-28T16:30:47.962950 | 747 mW | under_attack=0
2025-11-28 16:30:48,993 - INFO - 2025-11-28T16:30:48.992875 | 747 mW | under_attack=0
2025-11-28 16:30:50,057 - INFO - 2025-11-28T16:30:50.057410 | 777 mW | under_attack=0
2025-11-28 16:30:51,087 - INFO - 2025-11-28T16:30:51.086874 | 777 mW | under_attack=0
2025-11-28 16:30:52,139 - INFO - 2025-11-28T16:30:52.139712 | 777 mW | under_attack=0
2025-11-28 16:30:53,170 - INFO - 2025-11-28T16:30:53.170739 | 714 mW | under_attack=0
2025-11-28 16:30:54,200 - INFO - 2025-11-28T16:30:54.200094 | 714 mW | under_attack=0
2025-11-28 16:30:55,230 - INFO - 2025-11-28T16:30:55.230318 | 714 mW | under_attack=0
2025-11-28 16:30:56,265 - INFO - 2025-11-28T16:30:56.265369 | 714 mW | under_attack=0
2025-11-28 16:30:57,295 - INFO - 2025-11-28T16:30:57.295072 | 748 mW | under_attack=0
2025-11-28 16:30:58,324 - INFO - 2025-11-28T16:30:58.324769 | 748 mW | under_attack=0
2025-11-28 16:30:59,384 - INFO - 2025-11-28T16:30:59.384750 | 748 mW | under_attack=0
2025-11-28 16:31:00,426 - INFO - 2025-11-28T16:31:00.426452 | 769 mW | under_attack=0
2025-11-28 16:31:01,456 - INFO - 2025-11-28T16:31:01.456019 | 769 mW | under_attack=0
2025-11-28 16:31:02,486 - INFO - 2025-11-28T16:31:02.486382 | 769 mW | under_attack=0
2025-11-28 16:31:03,516 - INFO - 2025-11-28T16:31:03.516608 | 769 mW | under_attack=0
2025-11-28 16:31:04,546 - INFO - 2025-11-28T16:31:04.545883 | 732 mW | under_attack=0
2025-11-28 16:31:05,579 - INFO - 2025-11-28T16:31:05.579550 | 732 mW | under_attack=0
2025-11-28 16:31:06,648 - INFO - 2025-11-28T16:31:06.648561 | 732 mW | under_attack=0
2025-11-28 16:31:07,695 - INFO - 2025-11-28T16:31:07.695372 | 732 mW | under_attack=0
2025-11-28 16:31:08,727 - INFO - 2025-11-28T16:31:08.726994 | 773 mW | under_attack=0
2025-11-28 16:31:09,763 - INFO - 2025-11-28T16:31:09.763051 | 773 mW | under_attack=0
2025-11-28 16:31:10,792 - INFO - 2025-11-28T16:31:10.792650 | 773 mW | under_attack=0
2025-11-28 16:31:11,825 - INFO - 2025-11-28T16:31:11.825061 | 788 mW | under_attack=0
2025-11-28 16:31:12,861 - INFO - 2025-11-28T16:31:12.861555 | 788 mW | under_attack=0
2025-11-28 16:31:13,892 - INFO - 2025-11-28T16:31:13.892021 | 788 mW | under_attack=0
2025-11-28 16:31:14,940 - INFO - 2025-11-28T16:31:14.940577 | 788 mW | under_attack=0
2025-11-28 16:31:15,970 - INFO - 2025-11-28T16:31:15.970053 | 784 mW | under_attack=0
2025-11-28 16:31:17,015 - INFO - 2025-11-28T16:31:17.015761 | 784 mW | under_attack=0
2025-11-28 16:31:18,046 - INFO - 2025-11-28T16:31:18.045994 | 747 mW | under_attack=0
2025-11-28 16:31:19,078 - INFO - 2025-11-28T16:31:19.078122 | 747 mW | under_attack=0
2025-11-28 16:31:20,108 - INFO - 2025-11-28T16:31:20.108401 | 747 mW | under_attack=0
2025-11-28 16:31:21,137 - INFO - 2025-11-28T16:31:21.137106 | 747 mW | under_attack=0
2025-11-28 16:31:22,184 - INFO - 2025-11-28T16:31:22.184778 | 776 mW | under_attack=0
2025-11-28 16:31:23,214 - INFO - 2025-11-28T16:31:23.214418 | 776 mW | under_attack=0
2025-11-28 16:31:24,280 - INFO - 2025-11-28T16:31:24.280609 | 776 mW | under_attack=0
2025-11-28 16:31:25,311 - INFO - 2025-11-28T16:31:25.311089 | 720 mW | under_attack=0
2025-11-28 16:31:26,341 - INFO - 2025-11-28T16:31:26.340893 | 720 mW | under_attack=0
2025-11-28 16:31:27,379 - INFO - 2025-11-28T16:31:27.379145 | 720 mW | under_attack=0
2025-11-28 16:31:28,411 - INFO - 2025-11-28T16:31:28.411262 | 720 mW | under_attack=0
2025-11-28 16:31:29,440 - INFO - 2025-11-28T16:31:29.440822 | 742 mW | under_attack=0
2025-11-28 16:31:30,503 - INFO - 2025-11-28T16:31:30.503696 | 742 mW | under_attack=0
2025-11-28 16:31:31,534 - INFO - 2025-11-28T16:31:31.534545 | 742 mW | under_attack=0
2025-11-28 16:31:32,577 - INFO - 2025-11-28T16:31:32.577864 | 742 mW | under_attack=0
2025-11-28 16:31:33,607 - INFO - 2025-11-28T16:31:33.607606 | 751 mW | under_attack=0
2025-11-28 16:31:34,639 - INFO - 2025-11-28T16:31:34.639541 | 751 mW | under_attack=0
2025-11-28 16:31:35,671 - INFO - 2025-11-28T16:31:35.671029 | 751 mW | under_attack=0
2025-11-28 16:31:36,710 - INFO - 2025-11-28T16:31:36.709920 | 802 mW | under_attack=0
2025-11-28 16:31:37,746 - INFO - 2025-11-28T16:31:37.746674 | 802 mW | under_attack=0
2025-11-28 16:31:38,805 - INFO - 2025-11-28T16:31:38.805569 | 802 mW | under_attack=0
2025-11-28 16:31:39,848 - INFO - 2025-11-28T16:31:39.848679 | 802 mW | under_attack=0
2025-11-28 16:31:40,880 - INFO - 2025-11-28T16:31:40.880694 | 801 mW | under_attack=0
2025-11-28 16:31:41,929 - INFO - 2025-11-28T16:31:41.929229 | 801 mW | under_attack=0
2025-11-28 16:31:42,963 - INFO - 2025-11-28T16:31:42.963806 | 801 mW | under_attack=0
2025-11-28 16:31:43,999 - INFO - 2025-11-28T16:31:43.998895 | 724 mW | under_attack=0
2025-11-28 16:31:45,029 - INFO - 2025-11-28T16:31:45.028935 | 724 mW | under_attack=0
2025-11-28 16:31:46,068 - INFO - 2025-11-28T16:31:46.068532 | 724 mW | under_attack=0
2025-11-28 16:31:47,097 - INFO - 2025-11-28T16:31:47.097743 | 755 mW | under_attack=0
2025-11-28 16:31:48,140 - INFO - 2025-11-28T16:31:48.140128 | 755 mW | under_attack=0
2025-11-28 16:31:49,175 - INFO - 2025-11-28T16:31:49.175113 | 755 mW | under_attack=0
2025-11-28 16:31:50,207 - INFO - 2025-11-28T16:31:50.207019 | 755 mW | under_attack=0
2025-11-28 16:31:51,236 - INFO - 2025-11-28T16:31:51.236686 | 766 mW | under_attack=0
2025-11-28 16:31:52,289 - INFO - 2025-11-28T16:31:52.289353 | 766 mW | under_attack=0
2025-11-28 16:31:53,339 - INFO - 2025-11-28T16:31:53.339220 | 766 mW | under_attack=0
2025-11-28 16:31:54,479 - INFO - 2025-11-28T16:31:54.479021 | 712 mW | under_attack=0
2025-11-28 16:31:55,516 - INFO - 2025-11-28T16:31:55.516173 | 712 mW | under_attack=0
2025-11-28 16:31:56,545 - INFO - 2025-11-28T16:31:56.545506 | 712 mW | under_attack=0
2025-11-28 16:31:57,583 - INFO - 2025-11-28T16:31:57.582884 | 712 mW | under_attack=0
2025-11-28 16:31:58,613 - INFO - 2025-11-28T16:31:58.613086 | 769 mW | under_attack=0
2025-11-28 16:31:59,642 - INFO - 2025-11-28T16:31:59.642631 | 769 mW | under_attack=0
2025-11-28 16:32:00,673 - INFO - 2025-11-28T16:32:00.673087 | 769 mW | under_attack=0
2025-11-28 16:32:01,705 - INFO - 2025-11-28T16:32:01.705631 | 835 mW | under_attack=0
2025-11-28 16:32:02,771 - INFO - 2025-11-28T16:32:02.771707 | 835 mW | under_attack=0
2025-11-28 16:32:03,811 - INFO - 2025-11-28T16:32:03.810940 | 835 mW | under_attack=0
2025-11-28 16:32:04,840 - INFO - 2025-11-28T16:32:04.840603 | 835 mW | under_attack=0
2025-11-28 16:32:05,871 - INFO - 2025-11-28T16:32:05.871610 | 786 mW | under_attack=0
2025-11-28 16:32:06,901 - INFO - 2025-11-28T16:32:06.901508 | 786 mW | under_attack=0
2025-11-28 16:32:07,937 - INFO - 2025-11-28T16:32:07.937679 | 786 mW | under_attack=0
2025-11-28 16:32:08,968 - INFO - 2025-11-28T16:32:08.968444 | 801 mW | under_attack=0
2025-11-28 16:32:09,999 - INFO - 2025-11-28T16:32:09.999092 | 801 mW | under_attack=0
2025-11-28 16:32:11,055 - INFO - 2025-11-28T16:32:11.055858 | 801 mW | under_attack=0
2025-11-28 16:32:12,106 - INFO - 2025-11-28T16:32:12.106494 | 803 mW | under_attack=0
2025-11-28 16:32:13,142 - INFO - 2025-11-28T16:32:13.142173 | 803 mW | under_attack=0
2025-11-28 16:32:14,175 - INFO - 2025-11-28T16:32:14.174913 | 803 mW | under_attack=0
2025-11-28 16:32:15,207 - INFO - 2025-11-28T16:32:15.207515 | 778 mW | under_attack=0
2025-11-28 16:32:16,246 - INFO - 2025-11-28T16:32:16.246669 | 778 mW | under_attack=0
2025-11-28 16:32:17,276 - INFO - 2025-11-28T16:32:17.276364 | 778 mW | under_attack=0
2025-11-28 16:32:18,347 - INFO - 2025-11-28T16:32:18.346950 | 778 mW | under_attack=0
2025-11-28 16:32:19,398 - INFO - 2025-11-28T16:32:19.398759 | 752 mW | under_attack=0
2025-11-28 16:32:20,428 - INFO - 2025-11-28T16:32:20.428260 | 752 mW | under_attack=0
2025-11-28 16:32:21,458 - INFO - 2025-11-28T16:32:21.458351 | 752 mW | under_attack=0
2025-11-28 16:32:22,488 - INFO - 2025-11-28T16:32:22.488689 | 752 mW | under_attack=0
2025-11-28 16:32:23,520 - INFO - 2025-11-28T16:32:23.520017 | 770 mW | under_attack=0
2025-11-28 16:32:24,552 - INFO - 2025-11-28T16:32:24.552232 | 770 mW | under_attack=0
2025-11-28 16:32:25,601 - INFO - 2025-11-28T16:32:25.601182 | 770 mW | under_attack=0
2025-11-28 16:32:26,645 - INFO - 2025-11-28T16:32:26.645233 | 788 mW | under_attack=0
2025-11-28 16:32:27,678 - INFO - 2025-11-28T16:32:27.678057 | 788 mW | under_attack=0
2025-11-28 16:32:28,714 - INFO - 2025-11-28T16:32:28.714743 | 788 mW | under_attack=0
2025-11-28 16:32:29,760 - INFO - 2025-11-28T16:32:29.760060 | 788 mW | under_attack=0
2025-11-28 16:32:30,789 - INFO - 2025-11-28T16:32:30.789875 | 809 mW | under_attack=0
2025-11-28 16:32:31,820 - INFO - 2025-11-28T16:32:31.819993 | 809 mW | under_attack=0
2025-11-28 16:32:32,867 - INFO - 2025-11-28T16:32:32.867098 | 809 mW | under_attack=0
2025-11-28 16:32:33,896 - INFO - 2025-11-28T16:32:33.896722 | 753 mW | under_attack=0
2025-11-28 16:32:34,941 - INFO - 2025-11-28T16:32:34.941060 | 753 mW | under_attack=0
2025-11-28 16:32:35,970 - INFO - 2025-11-28T16:32:35.970573 | 753 mW | under_attack=0
2025-11-28 16:32:37,001 - INFO - 2025-11-28T16:32:37.001670 | 753 mW | under_attack=0
2025-11-28 16:32:38,033 - INFO - 2025-11-28T16:32:38.032896 | 780 mW | under_attack=0
2025-11-28 16:32:39,067 - INFO - 2025-11-28T16:32:39.067446 | 780 mW | under_attack=0
2025-11-28 16:32:40,097 - INFO - 2025-11-28T16:32:40.097151 | 816 mW | under_attack=0
2025-11-28 16:32:41,129 - INFO - 2025-11-28T16:32:41.129815 | 816 mW | under_attack=0
2025-11-28 16:32:42,186 - INFO - 2025-11-28T16:32:42.186674 | 816 mW | under_attack=0
2025-11-28 16:32:43,235 - INFO - 2025-11-28T16:32:43.235726 | 816 mW | under_attack=0
2025-11-28 16:32:44,273 - INFO - 2025-11-28T16:32:44.272898 | 793 mW | under_attack=0
2025-11-28 16:32:45,303 - INFO - 2025-11-28T16:32:45.303448 | 793 mW | under_attack=0
2025-11-28 16:32:46,333 - INFO - 2025-11-28T16:32:46.333065 | 793 mW | under_attack=0
2025-11-28 16:32:47,375 - INFO - 2025-11-28T16:32:47.375139 | 725 mW | under_attack=0
2025-11-28 16:32:48,406 - INFO - 2025-11-28T16:32:48.406510 | 725 mW | under_attack=0
2025-11-28 16:32:49,455 - INFO - 2025-11-28T16:32:49.455162 | 725 mW | under_attack=0
2025-11-28 16:32:50,486 - INFO - 2025-11-28T16:32:50.486853 | 725 mW | under_attack=0
2025-11-28 16:32:51,532 - INFO - 2025-11-28T16:32:51.532194 | 733 mW | under_attack=0
2025-11-28 16:32:52,561 - INFO - 2025-11-28T16:32:52.561786 | 733 mW | under_attack=0
2025-11-28 16:32:53,591 - INFO - 2025-11-28T16:32:53.591766 | 733 mW | under_attack=0
2025-11-28 16:32:54,621 - INFO - 2025-11-28T16:32:54.621077 | 806 mW | under_attack=0
2025-11-28 16:32:55,654 - INFO - 2025-11-28T16:32:55.654056 | 806 mW | under_attack=0
2025-11-28 16:32:56,687 - INFO - 2025-11-28T16:32:56.687046 | 806 mW | under_attack=0
2025-11-28 16:32:57,718 - INFO - 2025-11-28T16:32:57.718634 | 806 mW | under_attack=0
2025-11-28 16:32:58,749 - INFO - 2025-11-28T16:32:58.749489 | 827 mW | under_attack=0
2025-11-28 16:32:59,797 - INFO - 2025-11-28T16:32:59.797232 | 827 mW | under_attack=0
2025-11-28 16:33:00,826 - INFO - 2025-11-28T16:33:00.826001 | 827 mW | under_attack=0
2025-11-28 16:33:01,873 - INFO - 2025-11-28T16:33:01.873198 | 803 mW | under_attack=0
2025-11-28 16:33:02,903 - INFO - 2025-11-28T16:33:02.903108 | 803 mW | under_attack=0
2025-11-28 16:33:03,965 - INFO - 2025-11-28T16:33:03.965781 | 803 mW | under_attack=0
2025-11-28 16:33:04,995 - INFO - 2025-11-28T16:33:04.995744 | 803 mW | under_attack=0
