2025-11-26 15:10:47,740 - INFO - loaded macs {'mac': 'b0:99:d7:2d:54:20', 'plug_mac': '30:de:4b:4d:84:6e', 'pi_mac': 'd8:3a:dd:15:42:42'}
2025-11-26 15:10:49,317 - INFO - experiment config {'modes': ['active', 'active_attack'], 'device_label': 'samsungtvsmall', 'attacks': ['syn_flood', 'icmp_flood', 'port_scan', 'os_fingerprint'], 'tapo_email': 'iotlabucl@gmail.com', 'tapo_password': 'IoTlabUCL', 'pi_user': 'pi3', 'device_folder': 'samsungtvsmall', 'pcap_dir': '/data/disk1/powerguard/new', 'interval': 1, 'settle_time': 60, 'duration': 2400, 'log_path': 'logs/samsmall.log', 'mac_address': 'b0:99:d7:2d:54:20', 'plug_mac': '30:de:4b:4d:84:6e', 'pi_mac': 'd8:3a:dd:15:42:42', 'plug_ip': '192.168.40.128', 'pi_ip': '10.10.0.157', 'device_ip': '10.10.0.234'}
2025-11-26 15:10:49,317 - INFO - starting active monitoring
2025-11-26 15:10:49,519 - INFO - [START] Power logging: samsungtvsmall/active
2025-11-26 15:10:49,555 - INFO - 2025-11-26T15:10:49.555589 | 23781 mW | under_attack=0
2025-11-26 15:11:37,576 - INFO - 2025-11-26T15:11:37.576212 | 24138 mW | under_attack=0
2025-11-26 15:11:38,611 - INFO - 2025-11-26T15:11:38.611693 | 24007 mW | under_attack=0
2025-11-26 15:11:39,648 - INFO - 2025-11-26T15:11:39.648023 | 23958 mW | under_attack=0
2025-11-26 15:11:40,680 - INFO - 2025-11-26T15:11:40.680744 | 24018 mW | under_attack=0
2025-11-26 15:11:41,711 - INFO - 2025-11-26T15:11:41.711872 | 24072 mW | under_attack=0
2025-11-26 15:11:42,753 - INFO - 2025-11-26T15:11:42.753846 | 23846 mW | under_attack=0
2025-11-26 15:11:43,798 - INFO - 2025-11-26T15:11:43.798180 | 23975 mW | under_attack=0
2025-11-26 15:11:44,846 - INFO - 2025-11-26T15:11:44.845894 | 24114 mW | under_attack=0
2025-11-26 15:11:45,881 - INFO - 2025-11-26T15:11:45.881729 | 23769 mW | under_attack=0
2025-11-26 15:11:46,911 - INFO - 2025-11-26T15:11:46.911629 | 23899 mW | under_attack=0
2025-11-26 15:11:47,952 - INFO - 2025-11-26T15:11:47.952325 | 23673 mW | under_attack=0
2025-11-26 15:11:49,010 - INFO - 2025-11-26T15:11:49.010040 | 23552 mW | under_attack=0
2025-11-26 15:11:50,050 - INFO - 2025-11-26T15:11:50.050031 | 23663 mW | under_attack=0
2025-11-26 15:11:51,117 - INFO - 2025-11-26T15:11:51.117455 | 23728 mW | under_attack=0
2025-11-26 15:11:52,151 - INFO - 2025-11-26T15:11:52.151591 | 23609 mW | under_attack=0
2025-11-26 15:11:53,201 - INFO - 2025-11-26T15:11:53.201606 | 23653 mW | under_attack=0
2025-11-26 15:11:54,247 - INFO - 2025-11-26T15:11:54.247156 | 23592 mW | under_attack=0
2025-11-26 15:11:55,293 - INFO - 2025-11-26T15:11:55.293199 | 23577 mW | under_attack=0
2025-11-26 15:11:56,325 - INFO - 2025-11-26T15:11:56.325343 | 23652 mW | under_attack=0
2025-11-26 15:11:57,355 - INFO - 2025-11-26T15:11:57.355662 | 23915 mW | under_attack=0
2025-11-26 15:11:58,384 - INFO - 2025-11-26T15:11:58.384549 | 23821 mW | under_attack=0
2025-11-26 15:11:59,416 - INFO - 2025-11-26T15:11:59.415957 | 23873 mW | under_attack=0
2025-11-26 15:12:00,472 - INFO - 2025-11-26T15:12:00.471900 | 24128 mW | under_attack=0
2025-11-26 15:12:01,500 - INFO - 2025-11-26T15:12:01.500757 | 23640 mW | under_attack=0
2025-11-26 15:12:02,544 - INFO - 2025-11-26T15:12:02.544048 | 23654 mW | under_attack=0
2025-11-26 15:12:03,573 - INFO - 2025-11-26T15:12:03.573562 | 23836 mW | under_attack=0
2025-11-26 15:12:04,605 - INFO - 2025-11-26T15:12:04.605141 | 23729 mW | under_attack=0
2025-11-26 15:12:05,633 - INFO - 2025-11-26T15:12:05.633327 | 23542 mW | under_attack=0
2025-11-26 15:12:06,663 - INFO - 2025-11-26T15:12:06.663156 | 23684 mW | under_attack=0
2025-11-26 15:12:07,693 - INFO - 2025-11-26T15:12:07.693656 | 24045 mW | under_attack=0
2025-11-26 15:12:08,725 - INFO - 2025-11-26T15:12:08.725377 | 23631 mW | under_attack=0
2025-11-26 15:12:09,760 - INFO - 2025-11-26T15:12:09.760718 | 23591 mW | under_attack=0
2025-11-26 15:12:10,793 - INFO - 2025-11-26T15:12:10.793579 | 23737 mW | under_attack=0
2025-11-26 15:12:11,834 - INFO - 2025-11-26T15:12:11.834095 | 23418 mW | under_attack=0
2025-11-26 15:12:12,867 - INFO - 2025-11-26T15:12:12.867115 | 23587 mW | under_attack=0
2025-11-26 15:12:13,913 - INFO - 2025-11-26T15:12:13.913309 | 23773 mW | under_attack=0
2025-11-26 15:12:14,951 - INFO - 2025-11-26T15:12:14.951402 | 23741 mW | under_attack=0
2025-11-26 15:12:15,981 - INFO - 2025-11-26T15:12:15.981770 | 23961 mW | under_attack=0
2025-11-26 15:12:17,013 - INFO - 2025-11-26T15:12:17.013589 | 23704 mW | under_attack=0
2025-11-26 15:12:18,043 - INFO - 2025-11-26T15:12:18.043662 | 23710 mW | under_attack=0
2025-11-26 15:12:19,072 - INFO - 2025-11-26T15:12:19.072694 | 23856 mW | under_attack=0
2025-11-26 15:12:20,105 - INFO - 2025-11-26T15:12:20.105516 | 23567 mW | under_attack=0
2025-11-26 15:12:21,135 - INFO - 2025-11-26T15:12:21.135586 | 23706 mW | under_attack=0
2025-11-26 15:12:22,176 - INFO - 2025-11-26T15:12:22.176876 | 23655 mW | under_attack=0
2025-11-26 15:12:23,206 - INFO - 2025-11-26T15:12:23.206639 | 23645 mW | under_attack=0
2025-11-26 15:12:24,255 - INFO - 2025-11-26T15:12:24.255296 | 23930 mW | under_attack=0
2025-11-26 15:12:25,288 - INFO - 2025-11-26T15:12:25.288370 | 23823 mW | under_attack=0
2025-11-26 15:12:26,333 - INFO - 2025-11-26T15:12:26.333768 | 23564 mW | under_attack=0
2025-11-26 15:12:27,379 - INFO - 2025-11-26T15:12:27.378910 | 23532 mW | under_attack=0
2025-11-26 15:12:28,424 - INFO - 2025-11-26T15:12:28.424436 | 23642 mW | under_attack=0
2025-11-26 15:12:29,455 - INFO - 2025-11-26T15:12:29.455061 | 23677 mW | under_attack=0
2025-11-26 15:12:30,527 - INFO - 2025-11-26T15:12:30.527092 | 23641 mW | under_attack=0
2025-11-26 15:12:31,557 - INFO - 2025-11-26T15:12:31.557665 | 23754 mW | under_attack=0
2025-11-26 15:12:32,587 - INFO - 2025-11-26T15:12:32.587687 | 23798 mW | under_attack=0
2025-11-26 15:12:33,618 - INFO - 2025-11-26T15:12:33.618216 | 23697 mW | under_attack=0
2025-11-26 15:12:34,652 - INFO - 2025-11-26T15:12:34.651918 | 23673 mW | under_attack=0
2025-11-26 15:12:35,696 - INFO - 2025-11-26T15:12:35.695923 | 23841 mW | under_attack=0
2025-11-26 15:12:36,726 - INFO - 2025-11-26T15:12:36.726630 | 23718 mW | under_attack=0
2025-11-26 15:12:37,769 - INFO - 2025-11-26T15:12:37.769214 | 23657 mW | under_attack=0
2025-11-26 15:12:38,797 - INFO - 2025-11-26T15:12:38.797775 | 23721 mW | under_attack=0
2025-11-26 15:12:39,828 - INFO - 2025-11-26T15:12:39.828803 | 23809 mW | under_attack=0
2025-11-26 15:12:40,863 - INFO - 2025-11-26T15:12:40.863319 | 23882 mW | under_attack=0
2025-11-26 15:12:41,893 - INFO - 2025-11-26T15:12:41.893465 | 23569 mW | under_attack=0
2025-11-26 15:12:42,924 - INFO - 2025-11-26T15:12:42.924223 | 23634 mW | under_attack=0
2025-11-26 15:12:43,955 - INFO - 2025-11-26T15:12:43.955687 | 23720 mW | under_attack=0
2025-11-26 15:12:44,994 - INFO - 2025-11-26T15:12:44.994725 | 23519 mW | under_attack=0
2025-11-26 15:12:46,042 - INFO - 2025-11-26T15:12:46.042459 | 23674 mW | under_attack=0
2025-11-26 15:12:47,088 - INFO - 2025-11-26T15:12:47.087902 | 23780 mW | under_attack=0
2025-11-26 15:12:48,150 - INFO - 2025-11-26T15:12:48.150377 | 23834 mW | under_attack=0
2025-11-26 15:12:49,181 - INFO - 2025-11-26T15:12:49.181248 | 23519 mW | under_attack=0
2025-11-26 15:12:50,238 - INFO - 2025-11-26T15:12:50.238551 | 23568 mW | under_attack=0
2025-11-26 15:12:51,284 - INFO - 2025-11-26T15:12:51.284237 | 23620 mW | under_attack=0
2025-11-26 15:12:52,314 - INFO - 2025-11-26T15:12:52.313988 | 23562 mW | under_attack=0
2025-11-26 15:12:53,346 - INFO - 2025-11-26T15:12:53.346444 | 23558 mW | under_attack=0
2025-11-26 15:12:54,387 - INFO - 2025-11-26T15:12:54.387091 | 23602 mW | under_attack=0
2025-11-26 15:12:55,416 - INFO - 2025-11-26T15:12:55.416200 | 23917 mW | under_attack=0
2025-11-26 15:12:56,464 - INFO - 2025-11-26T15:12:56.464442 | 23645 mW | under_attack=0
2025-11-26 15:12:57,505 - INFO - 2025-11-26T15:12:57.505733 | 23689 mW | under_attack=0
2025-11-26 15:12:58,537 - INFO - 2025-11-26T15:12:58.537027 | 23639 mW | under_attack=0
2025-11-26 15:12:59,578 - INFO - 2025-11-26T15:12:59.578277 | 23456 mW | under_attack=0
2025-11-26 15:13:00,684 - INFO - 2025-11-26T15:13:00.684193 | 23656 mW | under_attack=0
2025-11-26 15:13:01,728 - INFO - 2025-11-26T15:13:01.728848 | 23658 mW | under_attack=0
2025-11-26 15:13:02,791 - INFO - 2025-11-26T15:13:02.791700 | 23687 mW | under_attack=0
2025-11-26 15:13:03,821 - INFO - 2025-11-26T15:13:03.821147 | 23923 mW | under_attack=0
2025-11-26 15:13:04,852 - INFO - 2025-11-26T15:13:04.852230 | 24029 mW | under_attack=0
2025-11-26 15:13:05,883 - INFO - 2025-11-26T15:13:05.883717 | 23638 mW | under_attack=0
2025-11-26 15:13:06,928 - INFO - 2025-11-26T15:13:06.928242 | 23923 mW | under_attack=0
2025-11-26 15:13:07,977 - INFO - 2025-11-26T15:13:07.977533 | 23815 mW | under_attack=0
2025-11-26 15:13:09,018 - INFO - 2025-11-26T15:13:09.018459 | 24044 mW | under_attack=0
2025-11-26 15:13:10,047 - INFO - 2025-11-26T15:13:10.047238 | 23851 mW | under_attack=0
2025-11-26 15:13:11,088 - INFO - 2025-11-26T15:13:11.087996 | 24000 mW | under_attack=0
2025-11-26 15:13:12,118 - INFO - 2025-11-26T15:13:12.118109 | 24135 mW | under_attack=0
2025-11-26 15:13:13,147 - INFO - 2025-11-26T15:13:13.147133 | 23675 mW | under_attack=0
2025-11-26 15:13:14,179 - INFO - 2025-11-26T15:13:14.179809 | 23702 mW | under_attack=0
2025-11-26 15:13:15,225 - INFO - 2025-11-26T15:13:15.225575 | 23909 mW | under_attack=0
2025-11-26 15:13:16,275 - INFO - 2025-11-26T15:13:16.275231 | 23677 mW | under_attack=0
2025-11-26 15:13:17,332 - INFO - 2025-11-26T15:13:17.332894 | 23601 mW | under_attack=0
2025-11-26 15:13:18,363 - INFO - 2025-11-26T15:13:18.363296 | 23571 mW | under_attack=0
2025-11-26 15:13:19,393 - INFO - 2025-11-26T15:13:19.393600 | 23715 mW | under_attack=0
2025-11-26 15:13:20,429 - INFO - 2025-11-26T15:13:20.429757 | 23760 mW | under_attack=0
2025-11-26 15:13:21,467 - INFO - 2025-11-26T15:13:21.467729 | 23723 mW | under_attack=0
2025-11-26 15:13:22,499 - INFO - 2025-11-26T15:13:22.499302 | 23584 mW | under_attack=0
2025-11-26 15:13:23,540 - INFO - 2025-11-26T15:13:23.539955 | 23475 mW | under_attack=0
2025-11-26 15:13:24,568 - INFO - 2025-11-26T15:13:24.568684 | 23551 mW | under_attack=0
2025-11-26 15:13:25,610 - INFO - 2025-11-26T15:13:25.610530 | 23514 mW | under_attack=0
2025-11-26 15:13:26,645 - INFO - 2025-11-26T15:13:26.644926 | 23634 mW | under_attack=0
2025-11-26 15:13:27,681 - INFO - 2025-11-26T15:13:27.681406 | 23780 mW | under_attack=0
2025-11-26 15:13:28,713 - INFO - 2025-11-26T15:13:28.713114 | 23572 mW | under_attack=0
2025-11-26 15:13:29,758 - INFO - 2025-11-26T15:13:29.758065 | 23647 mW | under_attack=0
2025-11-26 15:13:30,788 - INFO - 2025-11-26T15:13:30.788475 | 23657 mW | under_attack=0
2025-11-26 15:13:31,818 - INFO - 2025-11-26T15:13:31.818034 | 23673 mW | under_attack=0
2025-11-26 15:13:32,874 - INFO - 2025-11-26T15:13:32.874486 | 23569 mW | under_attack=0
2025-11-26 15:13:33,903 - INFO - 2025-11-26T15:13:33.903811 | 23581 mW | under_attack=0
2025-11-26 15:13:34,945 - INFO - 2025-11-26T15:13:34.945565 | 23837 mW | under_attack=0
2025-11-26 15:13:35,975 - INFO - 2025-11-26T15:13:35.975610 | 23803 mW | under_attack=0
2025-11-26 15:13:37,033 - INFO - 2025-11-26T15:13:37.033184 | 23564 mW | under_attack=0
2025-11-26 15:13:38,087 - INFO - 2025-11-26T15:13:38.087452 | 23610 mW | under_attack=0
2025-11-26 15:13:39,124 - INFO - 2025-11-26T15:13:39.124479 | 23541 mW | under_attack=0
2025-11-26 15:13:40,153 - INFO - 2025-11-26T15:13:40.153130 | 23687 mW | under_attack=0
2025-11-26 15:13:41,184 - INFO - 2025-11-26T15:13:41.184201 | 23492 mW | under_attack=0
2025-11-26 15:13:42,218 - INFO - 2025-11-26T15:13:42.218363 | 23526 mW | under_attack=0
2025-11-26 15:13:43,250 - INFO - 2025-11-26T15:13:43.250797 | 23823 mW | under_attack=0
2025-11-26 15:13:44,341 - INFO - 2025-11-26T15:13:44.341009 | 23745 mW | under_attack=0
2025-11-26 15:13:45,371 - INFO - 2025-11-26T15:13:45.371267 | 23586 mW | under_attack=0
2025-11-26 15:13:46,402 - INFO - 2025-11-26T15:13:46.402506 | 23590 mW | under_attack=0
2025-11-26 15:13:47,431 - INFO - 2025-11-26T15:13:47.431468 | 23517 mW | under_attack=0
2025-11-26 15:13:48,463 - INFO - 2025-11-26T15:13:48.463551 | 23441 mW | under_attack=0
2025-11-26 15:13:49,497 - INFO - 2025-11-26T15:13:49.497233 | 23611 mW | under_attack=0
2025-11-26 15:13:50,532 - INFO - 2025-11-26T15:13:50.532496 | 23778 mW | under_attack=0
2025-11-26 15:13:51,571 - INFO - 2025-11-26T15:13:51.571615 | 23687 mW | under_attack=0
2025-11-26 15:13:52,601 - INFO - 2025-11-26T15:13:52.600930 | 23531 mW | under_attack=0
2025-11-26 15:13:53,648 - INFO - 2025-11-26T15:13:53.648878 | 23475 mW | under_attack=0
2025-11-26 15:13:54,678 - INFO - 2025-11-26T15:13:54.678323 | 23485 mW | under_attack=0
2025-11-26 15:13:55,713 - INFO - 2025-11-26T15:13:55.713243 | 23520 mW | under_attack=0
2025-11-26 15:13:56,742 - INFO - 2025-11-26T15:13:56.742011 | 23572 mW | under_attack=0
2025-11-26 15:13:57,772 - INFO - 2025-11-26T15:13:57.772799 | 23634 mW | under_attack=0
2025-11-26 15:13:58,802 - INFO - 2025-11-26T15:13:58.801947 | 23817 mW | under_attack=0
2025-11-26 15:13:59,842 - INFO - 2025-11-26T15:13:59.842562 | 23644 mW | under_attack=0
2025-11-26 15:14:00,893 - INFO - 2025-11-26T15:14:00.893836 | 23472 mW | under_attack=0
2025-11-26 15:14:01,923 - INFO - 2025-11-26T15:14:01.923589 | 23485 mW | under_attack=0
2025-11-26 15:14:02,966 - INFO - 2025-11-26T15:14:02.966116 | 23741 mW | under_attack=0
2025-11-26 15:14:03,997 - INFO - 2025-11-26T15:14:03.997285 | 23679 mW | under_attack=0
2025-11-26 15:14:05,026 - INFO - 2025-11-26T15:14:05.026428 | 23505 mW | under_attack=0
2025-11-26 15:14:06,055 - INFO - 2025-11-26T15:14:06.055043 | 23936 mW | under_attack=0
2025-11-26 15:14:07,084 - INFO - 2025-11-26T15:14:07.084754 | 23883 mW | under_attack=0
2025-11-26 15:14:08,116 - INFO - 2025-11-26T15:14:08.116746 | 23558 mW | under_attack=0
2025-11-26 15:14:09,156 - INFO - 2025-11-26T15:14:09.156251 | 23724 mW | under_attack=0
2025-11-26 15:14:10,214 - INFO - 2025-11-26T15:14:10.214147 | 23622 mW | under_attack=0
2025-11-26 15:14:11,279 - INFO - 2025-11-26T15:14:11.279266 | 23504 mW | under_attack=0
2025-11-26 15:14:12,308 - INFO - 2025-11-26T15:14:12.308676 | 23812 mW | under_attack=0
2025-11-26 15:14:13,339 - INFO - 2025-11-26T15:14:13.339485 | 23855 mW | under_attack=0
2025-11-26 15:14:14,425 - INFO - 2025-11-26T15:14:14.425201 | 23735 mW | under_attack=0
2025-11-26 15:14:15,459 - INFO - 2025-11-26T15:14:15.459388 | 24038 mW | under_attack=0
2025-11-26 15:14:16,495 - INFO - 2025-11-26T15:14:16.495713 | 23656 mW | under_attack=0
2025-11-26 15:14:17,525 - INFO - 2025-11-26T15:14:17.525540 | 23590 mW | under_attack=0
2025-11-26 15:14:18,554 - INFO - 2025-11-26T15:14:18.554388 | 23784 mW | under_attack=0
2025-11-26 15:14:19,585 - INFO - 2025-11-26T15:14:19.585084 | 23705 mW | under_attack=0
2025-11-26 15:14:20,634 - INFO - 2025-11-26T15:14:20.633954 | 23550 mW | under_attack=0
2025-11-26 15:14:21,679 - INFO - 2025-11-26T15:14:21.678930 | 23762 mW | under_attack=0
2025-11-26 15:14:22,729 - INFO - 2025-11-26T15:14:22.729006 | 24010 mW | under_attack=0
2025-11-26 15:14:23,757 - INFO - 2025-11-26T15:14:23.757252 | 23785 mW | under_attack=0
2025-11-26 15:14:24,793 - INFO - 2025-11-26T15:14:24.793423 | 23658 mW | under_attack=0
2025-11-26 15:14:25,823 - INFO - 2025-11-26T15:14:25.823280 | 23647 mW | under_attack=0
2025-11-26 15:14:26,857 - INFO - 2025-11-26T15:14:26.857433 | 23631 mW | under_attack=0
2025-11-26 15:14:27,892 - INFO - 2025-11-26T15:14:27.892125 | 23709 mW | under_attack=0
2025-11-26 15:14:28,923 - INFO - 2025-11-26T15:14:28.923355 | 23981 mW | under_attack=0
2025-11-26 15:14:29,971 - INFO - 2025-11-26T15:14:29.970932 | 23553 mW | under_attack=0
2025-11-26 15:14:31,000 - INFO - 2025-11-26T15:14:31.000036 | 23875 mW | under_attack=0
2025-11-26 15:14:32,029 - INFO - 2025-11-26T15:14:32.029559 | 23645 mW | under_attack=0
2025-11-26 15:14:33,095 - INFO - 2025-11-26T15:14:33.094998 | 23580 mW | under_attack=0
2025-11-26 15:14:34,128 - INFO - 2025-11-26T15:14:34.128397 | 23831 mW | under_attack=0
2025-11-26 15:14:35,157 - INFO - 2025-11-26T15:14:35.157870 | 23612 mW | under_attack=0
2025-11-26 15:14:36,325 - INFO - 2025-11-26T15:14:36.324907 | 23595 mW | under_attack=0
2025-11-26 15:14:37,393 - INFO - 2025-11-26T15:14:37.393427 | 23826 mW | under_attack=0
2025-11-26 15:14:38,460 - INFO - 2025-11-26T15:14:38.460397 | 23863 mW | under_attack=0
2025-11-26 15:14:39,547 - INFO - 2025-11-26T15:14:39.547083 | 23663 mW | under_attack=0
2025-11-26 15:14:40,587 - INFO - 2025-11-26T15:14:40.587697 | 23623 mW | under_attack=0
2025-11-26 15:14:41,618 - INFO - 2025-11-26T15:14:41.618391 | 23679 mW | under_attack=0
2025-11-26 15:14:42,676 - INFO - 2025-11-26T15:14:42.675945 | 23683 mW | under_attack=0
2025-11-26 15:14:43,726 - INFO - 2025-11-26T15:14:43.726303 | 23616 mW | under_attack=0
2025-11-26 15:14:44,759 - INFO - 2025-11-26T15:14:44.759022 | 23737 mW | under_attack=0
2025-11-26 15:14:45,794 - INFO - 2025-11-26T15:14:45.794267 | 23687 mW | under_attack=0
2025-11-26 15:14:46,825 - INFO - 2025-11-26T15:14:46.825276 | 23792 mW | under_attack=0
2025-11-26 15:14:47,856 - INFO - 2025-11-26T15:14:47.856055 | 23661 mW | under_attack=0
2025-11-26 15:14:48,886 - INFO - 2025-11-26T15:14:48.885931 | 23548 mW | under_attack=0
2025-11-26 15:14:49,915 - INFO - 2025-11-26T15:14:49.915447 | 23498 mW | under_attack=0
2025-11-26 15:14:50,944 - INFO - 2025-11-26T15:14:50.944027 | 23472 mW | under_attack=0
2025-11-26 15:14:51,991 - INFO - 2025-11-26T15:14:51.991619 | 23440 mW | under_attack=0
2025-11-26 15:14:53,041 - INFO - 2025-11-26T15:14:53.041455 | 23564 mW | under_attack=0
2025-11-26 15:14:54,071 - INFO - 2025-11-26T15:14:54.071005 | 23722 mW | under_attack=0
2025-11-26 15:14:55,109 - INFO - 2025-11-26T15:14:55.109783 | 23675 mW | under_attack=0
2025-11-26 15:14:56,138 - INFO - 2025-11-26T15:14:56.138563 | 23518 mW | under_attack=0
2025-11-26 15:14:57,168 - INFO - 2025-11-26T15:14:57.168817 | 23862 mW | under_attack=0
2025-11-26 15:14:58,197 - INFO - 2025-11-26T15:14:58.197642 | 23557 mW | under_attack=0
2025-11-26 15:14:59,227 - INFO - 2025-11-26T15:14:59.227133 | 23487 mW | under_attack=0
2025-11-26 15:15:00,257 - INFO - 2025-11-26T15:15:00.257100 | 23761 mW | under_attack=0
2025-11-26 15:15:01,290 - INFO - 2025-11-26T15:15:01.290742 | 23636 mW | under_attack=0
2025-11-26 15:15:02,338 - INFO - 2025-11-26T15:15:02.338318 | 23560 mW | under_attack=0
2025-11-26 15:15:03,380 - INFO - 2025-11-26T15:15:03.380058 | 23730 mW | under_attack=0
2025-11-26 15:15:04,409 - INFO - 2025-11-26T15:15:04.409035 | 23748 mW | under_attack=0
2025-11-26 15:15:05,442 - INFO - 2025-11-26T15:15:05.442012 | 23500 mW | under_attack=0
