2025-11-28 10:21:31,088 - INFO - loaded macs {'mac': 'bc:df:58:5f:bd:ca', 'plug_mac': 'ac:15:a2:46:93:66', 'pi_mac': 'd8:3a:dd:15:42:42'}
2025-11-28 12:45:43,981 - INFO - loaded macs {'mac': 'bc:df:58:5f:bd:ca', 'plug_mac': 'ac:15:a2:46:93:66', 'pi_mac': 'd8:3a:dd:15:42:42'}
2025-11-28 16:38:01,863 - INFO - loaded macs {'mac': 'bc:df:58:5f:bd:ca', 'plug_mac': 'ac:15:a2:46:9b:de', 'pi_mac': 'd8:3a:dd:15:42:93'}
2025-11-28 16:38:03,565 - INFO - experiment config {'modes': ['active', 'active_attack'], 'device_label': 'samsungtv', 'attacks': ['syn_flood', 'icmp_flood', 'port_scan', 'os_fingerprint'], 'tapo_email': 'iotlabucl@gmail.com', 'tapo_password': 'IoTlabUCL', 'pi_user': 'pi4', 'device_folder': 'samsungtv', 'pcap_dir': '/data/disk1/powerguard/new', 'interval': 1, 'settle_time': 60, 'duration': 2400, 'log_path': 'logs/samsungtv.log', 'mac_address': 'bc:df:58:5f:bd:ca', 'plug_mac': 'ac:15:a2:46:9b:de', 'pi_mac': 'd8:3a:dd:15:42:93', 'plug_ip': '192.168.40.103', 'pi_ip': '10.10.0.201', 'device_ip': '10.10.0.164'}
2025-11-28 16:38:03,565 - INFO - starting active monitoring
2025-11-28 16:38:03,761 - INFO - [START] Power logging: samsungtv/active
2025-11-28 16:38:03,793 - INFO - 2025-11-28T16:38:03.793721 | 80777 mW | under_attack=0
2025-11-28 16:38:46,275 - INFO - 2025-11-28T16:38:46.275550 | 79425 mW | under_attack=0
2025-11-28 16:38:47,320 - INFO - 2025-11-28T16:38:47.320425 | 80013 mW | under_attack=0
2025-11-28 16:38:48,368 - INFO - 2025-11-28T16:38:48.368726 | 80207 mW | under_attack=0
2025-11-28 16:38:49,399 - INFO - 2025-11-28T16:38:49.399638 | 80235 mW | under_attack=0
2025-11-28 16:38:50,440 - INFO - 2025-11-28T16:38:50.440559 | 80226 mW | under_attack=0
2025-11-28 16:38:51,473 - INFO - 2025-11-28T16:38:51.473232 | 80227 mW | under_attack=0
2025-11-28 16:38:52,504 - INFO - 2025-11-28T16:38:52.504126 | 80287 mW | under_attack=0
2025-11-28 16:38:53,541 - INFO - 2025-11-28T16:38:53.541338 | 80237 mW | under_attack=0
2025-11-28 16:38:54,573 - INFO - 2025-11-28T16:38:54.573225 | 80231 mW | under_attack=0
2025-11-28 16:38:55,603 - INFO - 2025-11-28T16:38:55.602877 | 80422 mW | under_attack=0
2025-11-28 16:38:56,635 - INFO - 2025-11-28T16:38:56.635807 | 80330 mW | under_attack=0
2025-11-28 16:38:57,665 - INFO - 2025-11-28T16:38:57.665693 | 80342 mW | under_attack=0
2025-11-28 16:38:58,711 - INFO - 2025-11-28T16:38:58.710893 | 80192 mW | under_attack=0
2025-11-28 16:38:59,761 - INFO - 2025-11-28T16:38:59.760900 | 80259 mW | under_attack=0
2025-11-28 16:39:00,791 - INFO - 2025-11-28T16:39:00.791061 | 80112 mW | under_attack=0
2025-11-28 16:39:01,833 - INFO - 2025-11-28T16:39:01.832946 | 80178 mW | under_attack=0
2025-11-28 16:39:02,863 - INFO - 2025-11-28T16:39:02.863200 | 80206 mW | under_attack=0
2025-11-28 16:39:03,893 - INFO - 2025-11-28T16:39:03.893642 | 80135 mW | under_attack=0
2025-11-28 16:39:04,935 - INFO - 2025-11-28T16:39:04.935023 | 79798 mW | under_attack=0
2025-11-28 16:39:05,995 - INFO - 2025-11-28T16:39:05.995428 | 79706 mW | under_attack=0
2025-11-28 16:39:07,037 - INFO - 2025-11-28T16:39:07.036910 | 79747 mW | under_attack=0
2025-11-28 16:39:08,085 - INFO - 2025-11-28T16:39:08.085627 | 79670 mW | under_attack=0
2025-11-28 16:39:09,116 - INFO - 2025-11-28T16:39:09.116777 | 79652 mW | under_attack=0
2025-11-28 16:39:10,149 - INFO - 2025-11-28T16:39:10.149196 | 79700 mW | under_attack=0
2025-11-28 16:39:11,183 - INFO - 2025-11-28T16:39:11.182915 | 79772 mW | under_attack=0
2025-11-28 16:39:12,227 - INFO - 2025-11-28T16:39:12.227133 | 79604 mW | under_attack=0
2025-11-28 16:39:13,257 - INFO - 2025-11-28T16:39:13.257258 | 79703 mW | under_attack=0
2025-11-28 16:39:14,302 - INFO - 2025-11-28T16:39:14.302346 | 79925 mW | under_attack=0
2025-11-28 16:39:15,344 - INFO - 2025-11-28T16:39:15.344708 | 80000 mW | under_attack=0
2025-11-28 16:39:16,376 - INFO - 2025-11-28T16:39:16.376576 | 80027 mW | under_attack=0
2025-11-28 16:39:17,406 - INFO - 2025-11-28T16:39:17.406340 | 80017 mW | under_attack=0
2025-11-28 16:39:18,455 - INFO - 2025-11-28T16:39:18.455191 | 79872 mW | under_attack=0
2025-11-28 16:39:19,495 - INFO - 2025-11-28T16:39:19.495636 | 79851 mW | under_attack=0
2025-11-28 16:39:20,526 - INFO - 2025-11-28T16:39:20.526781 | 79752 mW | under_attack=0
2025-11-28 16:39:21,573 - INFO - 2025-11-28T16:39:21.573051 | 79825 mW | under_attack=0
2025-11-28 16:39:22,605 - INFO - 2025-11-28T16:39:22.605710 | 79897 mW | under_attack=0
2025-11-28 16:39:23,637 - INFO - 2025-11-28T16:39:23.637188 | 79998 mW | under_attack=0
2025-11-28 16:39:24,669 - INFO - 2025-11-28T16:39:24.669022 | 79998 mW | under_attack=0
2025-11-28 16:39:25,698 - INFO - 2025-11-28T16:39:25.698592 | 80073 mW | under_attack=0
2025-11-28 16:39:26,728 - INFO - 2025-11-28T16:39:26.728383 | 80099 mW | under_attack=0
2025-11-28 16:39:27,759 - INFO - 2025-11-28T16:39:27.758999 | 79992 mW | under_attack=0
2025-11-28 16:39:28,789 - INFO - 2025-11-28T16:39:28.789276 | 79936 mW | under_attack=0
2025-11-28 16:39:29,820 - INFO - 2025-11-28T16:39:29.819897 | 79929 mW | under_attack=0
2025-11-28 16:39:30,862 - INFO - 2025-11-28T16:39:30.862064 | 79918 mW | under_attack=0
2025-11-28 16:39:31,891 - INFO - 2025-11-28T16:39:31.891704 | 79900 mW | under_attack=0
2025-11-28 16:39:32,937 - INFO - 2025-11-28T16:39:32.937183 | 79942 mW | under_attack=0
2025-11-28 16:39:33,966 - INFO - 2025-11-28T16:39:33.966657 | 79849 mW | under_attack=0
2025-11-28 16:39:35,000 - INFO - 2025-11-28T16:39:34.999929 | 79874 mW | under_attack=0
2025-11-28 16:39:36,031 - INFO - 2025-11-28T16:39:36.031192 | 79874 mW | under_attack=0
2025-11-28 16:39:37,067 - INFO - 2025-11-28T16:39:37.067201 | 79845 mW | under_attack=0
2025-11-28 16:39:38,097 - INFO - 2025-11-28T16:39:38.097272 | 79847 mW | under_attack=0
2025-11-28 16:39:39,170 - INFO - 2025-11-28T16:39:39.170809 | 79794 mW | under_attack=0
2025-11-28 16:39:40,207 - INFO - 2025-11-28T16:39:40.207401 | 79814 mW | under_attack=0
2025-11-28 16:39:41,240 - INFO - 2025-11-28T16:39:41.240550 | 79889 mW | under_attack=0
2025-11-28 16:39:42,273 - INFO - 2025-11-28T16:39:42.272902 | 79814 mW | under_attack=0
2025-11-28 16:39:43,307 - INFO - 2025-11-28T16:39:43.307800 | 79830 mW | under_attack=0
2025-11-28 16:39:44,338 - INFO - 2025-11-28T16:39:44.338810 | 79763 mW | under_attack=0
2025-11-28 16:39:45,375 - INFO - 2025-11-28T16:39:45.375468 | 79761 mW | under_attack=0
2025-11-28 16:39:46,407 - INFO - 2025-11-28T16:39:46.407186 | 79746 mW | under_attack=0
2025-11-28 16:39:47,451 - INFO - 2025-11-28T16:39:47.451704 | 79740 mW | under_attack=0
2025-11-28 16:39:48,484 - INFO - 2025-11-28T16:39:48.484718 | 79602 mW | under_attack=0
2025-11-28 16:39:49,526 - INFO - 2025-11-28T16:39:49.526218 | 79821 mW | under_attack=0
2025-11-28 16:39:50,556 - INFO - 2025-11-28T16:39:50.556692 | 79840 mW | under_attack=0
2025-11-28 16:39:51,590 - INFO - 2025-11-28T16:39:51.589959 | 79764 mW | under_attack=0
2025-11-28 16:39:52,625 - INFO - 2025-11-28T16:39:52.625156 | 79760 mW | under_attack=0
2025-11-28 16:39:53,654 - INFO - 2025-11-28T16:39:53.654248 | 79786 mW | under_attack=0
2025-11-28 16:39:54,684 - INFO - 2025-11-28T16:39:54.684444 | 79731 mW | under_attack=0
2025-11-28 16:39:55,714 - INFO - 2025-11-28T16:39:55.714154 | 79592 mW | under_attack=0
2025-11-28 16:39:56,771 - INFO - 2025-11-28T16:39:56.771052 | 79723 mW | under_attack=0
2025-11-28 16:39:57,800 - INFO - 2025-11-28T16:39:57.800849 | 79641 mW | under_attack=0
2025-11-28 16:39:58,847 - INFO - 2025-11-28T16:39:58.847325 | 79573 mW | under_attack=0
2025-11-28 16:39:59,888 - INFO - 2025-11-28T16:39:59.888871 | 79639 mW | under_attack=0
2025-11-28 16:40:00,923 - INFO - 2025-11-28T16:40:00.923186 | 79525 mW | under_attack=0
2025-11-28 16:40:01,952 - INFO - 2025-11-28T16:40:01.952816 | 79498 mW | under_attack=0
2025-11-28 16:40:02,990 - INFO - 2025-11-28T16:40:02.990323 | 79601 mW | under_attack=0
2025-11-28 16:40:04,041 - INFO - 2025-11-28T16:40:04.041572 | 79479 mW | under_attack=0
2025-11-28 16:40:05,073 - INFO - 2025-11-28T16:40:05.073070 | 79416 mW | under_attack=0
2025-11-28 16:40:06,114 - INFO - 2025-11-28T16:40:06.114776 | 79450 mW | under_attack=0
2025-11-28 16:40:07,145 - INFO - 2025-11-28T16:40:07.145212 | 79578 mW | under_attack=0
2025-11-28 16:40:08,177 - INFO - 2025-11-28T16:40:08.177208 | 79620 mW | under_attack=0
2025-11-28 16:40:09,207 - INFO - 2025-11-28T16:40:09.207355 | 79841 mW | under_attack=0
2025-11-28 16:40:10,238 - INFO - 2025-11-28T16:40:10.238489 | 79814 mW | under_attack=0
2025-11-28 16:40:11,270 - INFO - 2025-11-28T16:40:11.270049 | 79788 mW | under_attack=0
2025-11-28 16:40:12,304 - INFO - 2025-11-28T16:40:12.304651 | 79791 mW | under_attack=0
2025-11-28 16:40:13,337 - INFO - 2025-11-28T16:40:13.337581 | 79948 mW | under_attack=0
2025-11-28 16:40:14,382 - INFO - 2025-11-28T16:40:14.382316 | 80002 mW | under_attack=0
2025-11-28 16:40:15,412 - INFO - 2025-11-28T16:40:15.412300 | 79888 mW | under_attack=0
2025-11-28 16:40:16,455 - INFO - 2025-11-28T16:40:16.455757 | 79958 mW | under_attack=0
2025-11-28 16:40:17,485 - INFO - 2025-11-28T16:40:17.485416 | 80210 mW | under_attack=0
2025-11-28 16:40:18,516 - INFO - 2025-11-28T16:40:18.516376 | 80214 mW | under_attack=0
2025-11-28 16:40:19,546 - INFO - 2025-11-28T16:40:19.545932 | 80136 mW | under_attack=0
2025-11-28 16:40:20,578 - INFO - 2025-11-28T16:40:20.578722 | 80205 mW | under_attack=0
2025-11-28 16:40:21,609 - INFO - 2025-11-28T16:40:21.609345 | 80267 mW | under_attack=0
2025-11-28 16:40:22,639 - INFO - 2025-11-28T16:40:22.639338 | 80265 mW | under_attack=0
2025-11-28 16:40:23,669 - INFO - 2025-11-28T16:40:23.669117 | 80256 mW | under_attack=0
2025-11-28 16:40:24,724 - INFO - 2025-11-28T16:40:24.724843 | 80207 mW | under_attack=0
2025-11-28 16:40:25,755 - INFO - 2025-11-28T16:40:25.755152 | 80095 mW | under_attack=0
2025-11-28 16:40:26,799 - INFO - 2025-11-28T16:40:26.799838 | 80133 mW | under_attack=0
2025-11-28 16:40:27,830 - INFO - 2025-11-28T16:40:27.830742 | 80126 mW | under_attack=0
2025-11-28 16:40:28,860 - INFO - 2025-11-28T16:40:28.860842 | 80032 mW | under_attack=0
2025-11-28 16:40:29,893 - INFO - 2025-11-28T16:40:29.893032 | 80037 mW | under_attack=0
2025-11-28 16:40:30,924 - INFO - 2025-11-28T16:40:30.923915 | 80029 mW | under_attack=0
2025-11-28 16:40:31,953 - INFO - 2025-11-28T16:40:31.953832 | 80047 mW | under_attack=0
2025-11-28 16:40:32,984 - INFO - 2025-11-28T16:40:32.984815 | 80122 mW | under_attack=0
2025-11-28 16:40:34,019 - INFO - 2025-11-28T16:40:34.019018 | 80147 mW | under_attack=0
2025-11-28 16:40:35,049 - INFO - 2025-11-28T16:40:35.048927 | 79957 mW | under_attack=0
2025-11-28 16:40:36,091 - INFO - 2025-11-28T16:40:36.091431 | 79888 mW | under_attack=0
2025-11-28 16:40:37,122 - INFO - 2025-11-28T16:40:37.122433 | 79724 mW | under_attack=0
2025-11-28 16:40:38,167 - INFO - 2025-11-28T16:40:38.167237 | 79713 mW | under_attack=0
2025-11-28 16:40:39,202 - INFO - 2025-11-28T16:40:39.202157 | 79618 mW | under_attack=0
2025-11-28 16:40:40,231 - INFO - 2025-11-28T16:40:40.231704 | 79534 mW | under_attack=0
2025-11-28 16:40:41,264 - INFO - 2025-11-28T16:40:41.263907 | 79576 mW | under_attack=0
2025-11-28 16:40:42,293 - INFO - 2025-11-28T16:40:42.293454 | 79423 mW | under_attack=0
2025-11-28 16:40:43,329 - INFO - 2025-11-28T16:40:43.329211 | 79387 mW | under_attack=0
2025-11-28 16:40:44,365 - INFO - 2025-11-28T16:40:44.365318 | 79844 mW | under_attack=0
2025-11-28 16:40:45,411 - INFO - 2025-11-28T16:40:45.411163 | 79931 mW | under_attack=0
2025-11-28 16:40:46,460 - INFO - 2025-11-28T16:40:46.459938 | 79800 mW | under_attack=0
2025-11-28 16:40:47,490 - INFO - 2025-11-28T16:40:47.490516 | 79816 mW | under_attack=0
2025-11-28 16:40:48,531 - INFO - 2025-11-28T16:40:48.531528 | 79852 mW | under_attack=0
2025-11-28 16:40:49,574 - INFO - 2025-11-28T16:40:49.574557 | 79804 mW | under_attack=0
2025-11-28 16:40:50,606 - INFO - 2025-11-28T16:40:50.606530 | 79779 mW | under_attack=0
2025-11-28 16:40:51,637 - INFO - 2025-11-28T16:40:51.637230 | 79823 mW | under_attack=0
2025-11-28 16:40:52,678 - INFO - 2025-11-28T16:40:52.678537 | 79711 mW | under_attack=0
2025-11-28 16:40:53,708 - INFO - 2025-11-28T16:40:53.708345 | 79611 mW | under_attack=0
2025-11-28 16:40:54,754 - INFO - 2025-11-28T16:40:54.754762 | 79676 mW | under_attack=0
2025-11-28 16:40:55,785 - INFO - 2025-11-28T16:40:55.785782 | 79590 mW | under_attack=0
2025-11-28 16:40:56,816 - INFO - 2025-11-28T16:40:56.816625 | 79698 mW | under_attack=0
2025-11-28 16:40:57,848 - INFO - 2025-11-28T16:40:57.848386 | 79660 mW | under_attack=0
2025-11-28 16:40:58,887 - INFO - 2025-11-28T16:40:58.887564 | 79675 mW | under_attack=0
2025-11-28 16:40:59,920 - INFO - 2025-11-28T16:40:59.920230 | 79586 mW | under_attack=0
2025-11-28 16:41:00,954 - INFO - 2025-11-28T16:41:00.954427 | 79760 mW | under_attack=0
2025-11-28 16:41:01,998 - INFO - 2025-11-28T16:41:01.998505 | 80309 mW | under_attack=0
2025-11-28 16:41:03,028 - INFO - 2025-11-28T16:41:03.028301 | 80427 mW | under_attack=0
2025-11-28 16:41:04,075 - INFO - 2025-11-28T16:41:04.075545 | 80512 mW | under_attack=0
2025-11-28 16:41:05,114 - INFO - 2025-11-28T16:41:05.114428 | 80327 mW | under_attack=0
2025-11-28 16:41:06,148 - INFO - 2025-11-28T16:41:06.148388 | 80379 mW | under_attack=0
2025-11-28 16:41:07,179 - INFO - 2025-11-28T16:41:07.179396 | 80401 mW | under_attack=0
2025-11-28 16:41:08,219 - INFO - 2025-11-28T16:41:08.219525 | 80300 mW | under_attack=0
2025-11-28 16:41:09,268 - INFO - 2025-11-28T16:41:09.268346 | 80227 mW | under_attack=0
2025-11-28 16:41:10,335 - INFO - 2025-11-28T16:41:10.334949 | 80386 mW | under_attack=0
2025-11-28 16:41:11,373 - INFO - 2025-11-28T16:41:11.373430 | 80387 mW | under_attack=0
2025-11-28 16:41:12,402 - INFO - 2025-11-28T16:41:12.402029 | 80544 mW | under_attack=0
2025-11-28 16:41:13,431 - INFO - 2025-11-28T16:41:13.431568 | 80648 mW | under_attack=0
2025-11-28 16:41:14,467 - INFO - 2025-11-28T16:41:14.467267 | 80581 mW | under_attack=0
2025-11-28 16:41:15,497 - INFO - 2025-11-28T16:41:15.497006 | 80644 mW | under_attack=0
2025-11-28 16:41:16,605 - INFO - 2025-11-28T16:41:16.605850 | 80583 mW | under_attack=0
2025-11-28 16:41:17,637 - INFO - 2025-11-28T16:41:17.637329 | 80528 mW | under_attack=0
2025-11-28 16:41:18,669 - INFO - 2025-11-28T16:41:18.669817 | 80482 mW | under_attack=0
2025-11-28 16:41:19,726 - INFO - 2025-11-28T16:41:19.726421 | 79956 mW | under_attack=0
2025-11-28 16:41:20,765 - INFO - 2025-11-28T16:41:20.765135 | 79892 mW | under_attack=0
2025-11-28 16:41:21,795 - INFO - 2025-11-28T16:41:21.795078 | 79762 mW | under_attack=0
2025-11-28 16:41:22,828 - INFO - 2025-11-28T16:41:22.828032 | 79780 mW | under_attack=0
2025-11-28 16:41:23,863 - INFO - 2025-11-28T16:41:23.863511 | 79874 mW | under_attack=0
2025-11-28 16:41:24,892 - INFO - 2025-11-28T16:41:24.892499 | 79856 mW | under_attack=0
2025-11-28 16:41:25,925 - INFO - 2025-11-28T16:41:25.925647 | 79922 mW | under_attack=0
2025-11-28 16:41:26,966 - INFO - 2025-11-28T16:41:26.966277 | 79915 mW | under_attack=0
2025-11-28 16:41:28,009 - INFO - 2025-11-28T16:41:28.009317 | 79875 mW | under_attack=0
2025-11-28 16:41:29,039 - INFO - 2025-11-28T16:41:29.039377 | 80000 mW | under_attack=0
2025-11-28 16:41:30,086 - INFO - 2025-11-28T16:41:30.086372 | 80032 mW | under_attack=0
2025-11-28 16:41:31,120 - INFO - 2025-11-28T16:41:31.120453 | 79918 mW | under_attack=0
2025-11-28 16:41:32,152 - INFO - 2025-11-28T16:41:32.151925 | 79854 mW | under_attack=0
2025-11-28 16:41:33,182 - INFO - 2025-11-28T16:41:33.181905 | 79750 mW | under_attack=0
2025-11-28 16:41:34,211 - INFO - 2025-11-28T16:41:34.211343 | 79770 mW | under_attack=0
2025-11-28 16:41:35,242 - INFO - 2025-11-28T16:41:35.242825 | 79708 mW | under_attack=0
2025-11-28 16:41:36,286 - INFO - 2025-11-28T16:41:36.285958 | 79678 mW | under_attack=0
2025-11-28 16:41:37,336 - INFO - 2025-11-28T16:41:37.335912 | 79648 mW | under_attack=0
2025-11-28 16:41:38,377 - INFO - 2025-11-28T16:41:38.377554 | 79928 mW | under_attack=0
2025-11-28 16:41:39,422 - INFO - 2025-11-28T16:41:39.422062 | 80114 mW | under_attack=0
2025-11-28 16:41:40,452 - INFO - 2025-11-28T16:41:40.452390 | 80014 mW | under_attack=0
2025-11-28 16:41:41,485 - INFO - 2025-11-28T16:41:41.485668 | 79894 mW | under_attack=0
2025-11-28 16:41:42,516 - INFO - 2025-11-28T16:41:42.516665 | 79886 mW | under_attack=0
2025-11-28 16:41:43,547 - INFO - 2025-11-28T16:41:43.547129 | 79812 mW | under_attack=0
2025-11-28 16:41:44,596 - INFO - 2025-11-28T16:41:44.596660 | 79747 mW | under_attack=0
2025-11-28 16:41:45,627 - INFO - 2025-11-28T16:41:45.627001 | 79698 mW | under_attack=0
2025-11-28 16:41:46,673 - INFO - 2025-11-28T16:41:46.673044 | 79354 mW | under_attack=0
2025-11-28 16:41:47,703 - INFO - 2025-11-28T16:41:47.703596 | 79324 mW | under_attack=0
2025-11-28 16:41:48,733 - INFO - 2025-11-28T16:41:48.733743 | 79313 mW | under_attack=0
2025-11-28 16:41:49,764 - INFO - 2025-11-28T16:41:49.764593 | 79272 mW | under_attack=0
2025-11-28 16:41:50,794 - INFO - 2025-11-28T16:41:50.794809 | 79297 mW | under_attack=0
2025-11-28 16:41:51,825 - INFO - 2025-11-28T16:41:51.825341 | 79225 mW | under_attack=0
2025-11-28 16:41:52,856 - INFO - 2025-11-28T16:41:52.856381 | 79336 mW | under_attack=0
2025-11-28 16:41:53,897 - INFO - 2025-11-28T16:41:53.897321 | 79280 mW | under_attack=0
2025-11-28 16:41:54,939 - INFO - 2025-11-28T16:41:54.939380 | 79439 mW | under_attack=0
2025-11-28 16:41:55,969 - INFO - 2025-11-28T16:41:55.969139 | 79852 mW | under_attack=0
2025-11-28 16:41:57,017 - INFO - 2025-11-28T16:41:57.017640 | 80136 mW | under_attack=0
2025-11-28 16:41:58,052 - INFO - 2025-11-28T16:41:58.052544 | 80152 mW | under_attack=0
2025-11-28 16:41:59,084 - INFO - 2025-11-28T16:41:59.083959 | 80242 mW | under_attack=0
2025-11-28 16:42:00,114 - INFO - 2025-11-28T16:42:00.114411 | 80113 mW | under_attack=0
2025-11-28 16:42:01,144 - INFO - 2025-11-28T16:42:01.144702 | 80226 mW | under_attack=0
2025-11-28 16:42:02,176 - INFO - 2025-11-28T16:42:02.176604 | 80107 mW | under_attack=0
2025-11-28 16:42:03,207 - INFO - 2025-11-28T16:42:03.207696 | 80112 mW | under_attack=0
2025-11-28 16:42:04,237 - INFO - 2025-11-28T16:42:04.237194 | 80144 mW | under_attack=0
2025-11-28 16:42:05,281 - INFO - 2025-11-28T16:42:05.281163 | 80169 mW | under_attack=0
2025-11-28 16:42:06,310 - INFO - 2025-11-28T16:42:06.310690 | 80268 mW | under_attack=0
2025-11-28 16:42:07,357 - INFO - 2025-11-28T16:42:07.357601 | 80117 mW | under_attack=0
2025-11-28 16:42:08,387 - INFO - 2025-11-28T16:42:08.387227 | 80106 mW | under_attack=0
2025-11-28 16:42:09,485 - INFO - 2025-11-28T16:42:09.485587 | 80077 mW | under_attack=0
2025-11-28 16:42:10,578 - INFO - 2025-11-28T16:42:10.578841 | 80050 mW | under_attack=0
2025-11-28 16:42:11,612 - INFO - 2025-11-28T16:42:11.612203 | 80013 mW | under_attack=0
