category,device,pps_idle,pps_var_idle,size_mean_idle,size_var_idle,proto_tls_idle,proto_tcp_idle,proto_udp_idle,proto_mdns_idle,proto_ssdp_idle,proto_arp_idle,proto_dhcp_idle,proto_other_idle,inout_ratio_idle,num_packets_idle,burst_count_idle,size_kurt_idle,num_flows_idle,mean_pkts_per_flow_idle,top_flow_frac_idle,flow_entropy_idle,num_dst_ips_idle,num_dst_ports_idle,iat_mean_idle,iat_var_idle,pps_active,pps_var_active,size_mean_active,size_var_active,proto_tls_active,proto_tcp_active,proto_udp_active,proto_mdns_active,proto_ssdp_active,proto_arp_active,proto_dhcp_active,proto_other_active,inout_ratio_active,num_packets_active,burst_count_active,size_kurt_active,num_flows_active,mean_pkts_per_flow_active,top_flow_frac_active,flow_entropy_active,num_dst_ips_active,num_dst_ports_active,iat_mean_active,iat_var_active,bts_idle,bts_active
appliance,weekett,0.5273700138833531,1.3845874651630048,196.1384493670886,3123.596810261884,0.03164556962025317,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.9556962025316456,0.00011486801664887045,1264,30,3.287352615450275,9,140.44444444444446,0.759493670886076,0.872676712974724,5,8,1.8977032051328053,5.439117074754411,0.6011180649967054,0.7789590254706534,187.0916030534351,3648.6929919423237,0.012491325468424705,0.0,0.0,0.0,0.0,0.0,0.011103400416377515,0.9764052741151977,0.00017078310545607078,1441,25,1.0243266652257046,9,160.11111111111111,0.666204024982651,0.9896818803047849,6,9,1.664721961816152,4.6306697757929784,56.41651753164287,61.00553008880771
appliance,xiaomiblender,1.1006734474944158,3.497200803398283,195.24770290964778,23391.17607668229,0.9483154670750383,0.0,0.0,0.0,0.0,0.0,0.01875957120980092,0.032924961715160794,0.0014173431258858395,2612,47,12.638760944380714,14,186.57142857142858,0.2503828483920367,1.9573378302997966,8,12,0.9088826457096306,6.8753725839566675,1.7770739884522893,4.869403072046244,252.95811764705883,72359.45882441543,0.9882352941176471,0.0,0.0,0.0,0.0,0.0,0.0037647058823529413,0.008,0.0023565484799214285,4250,92,6.467999672732027,6,708.3333333333334,0.5536470588235294,0.7528108557305211,5,6,0.5628552080519369,2.026426062499602,154.04241424013182,270.774209334566
audio,bose,0.8714040463443372,25.083626454750735,362.8036485837734,55272.87353135003,0.06048967834853577,0.0,0.0,0.0043206913106096975,0.7498799807969275,0.0,0.007681228996639462,0.17762842054728756,0.00031244696886510877,2083,15,7.833032572420013,32,65.09375,0.7393182909265482,1.3313572823373292,15,31,1.1481244683151173,22.07633548253664,24.789689477520753,68.4492795926405,735.6606407130245,473067.4466186194,0.955503237198352,0.0,0.0,0.00023543260741612713,0.026402085260237115,0.0,0.00026906583704700243,0.017590179096947784,0.029097365831673157,59465,41,-1.8802975412354967,36,1651.8055555555557,0.4889262591440343,0.9276515077511435,14,37,0.04034002998724257,0.015252403115136811,235.97324055841847,712.5886765505022
audio,echodot3,1.1868815407033246,0.8490028490028488,73.0677966101695,392.9263588544711,0.15254237288135594,0.0,0.0,0.0,0.0,0.0,0.0,0.847457627118644,6.999636018927016e-06,59,0,4.605279772203055,15,3.933333333333333,0.2033898305084746,2.552913961373925,6,7,0.8570706885436485,1.3348707691792936,37.1699868138847,565.5255182715019,553.1085966761613,412829.23481715075,0.7866082041850764,0.0,0.0,0.006145288985578756,0.0003476349608630318,0.0,0.00017942449592930676,0.20671944737255254,0.0416099244116657,89174,92,-1.436215075113011,219,407.18721461187215,0.3489245744275237,2.1528942310321657,41,135,0.026903727977196947,0.00651434603538352,21.009251703084793,679.6878735821449
audio,echodot5,4.393815500080818,109.72587665156138,118.8078420203171,47963.308875071125,0.10595272002278554,0.0,0.0,0.033608658501851324,0.0,0.0,0.0015190354125130543,0.8589195860628501,0.00521341063094106,10533,247,24.88176613820181,94,112.05319148936171,0.28700275325168517,2.5371325997171503,27,65,0.22761423384966709,0.6968084377624333,31.01125573919906,8352.442687961082,825.0491635875042,492664.98158000695,0.8814914343298623,0.0,0.0,0.004192139737991266,0.0004299630500503863,0.0,0.00021498152502519316,0.11367148135707088,0.043828304731704286,74425,240,-1.963419622565792,418,178.05023923444975,0.05037285858246557,4.185333294217905,52,278,0.03224678951848467,0.08815619823610887,223.39908684091208,732.9122327865366
audio,echospot,6.456631101325491,477.1965630915999,165.03684550743375,83939.64748840008,0.246218487394958,0.0,0.0,0.017194570135746608,0.001292824822236587,0.0,0.0010342598577892696,0.7342598577892695,0.007158924554575642,15470,185,12.495783379660153,199,77.73869346733669,0.2605042016806723,2.6918606242734175,47,125,0.15488954374589672,0.5944322341807177,22.586975714344682,247.7455389564946,448.42293992802433,380174.1785487537,0.5767278767186491,0.0,0.0,0.004761465350189167,0.0009227646027498385,0.0,0.0003321952569899419,0.417255698071422,0.025916886119853554,54185,287,-0.779469406736184,279,194.21146953405017,0.2787302759066162,2.2371611781118657,46,160,0.044274119221616774,0.004273449574965749,296.1800293424757,639.1696372843517
audio,googlehome,3.2819640826040013,89.88432031630632,220.96354629747236,121949.3544890482,0.11660104153435794,0.0,0.0,0.15292772767687032,0.0,0.0,0.0020322621618188747,0.7284389686269529,0.0032829803648308986,7873,101,7.596282032882096,384,20.502604166666668,0.1486091705830052,4.88797123577547,30,258,0.3047343015791924,0.9029326009403708,19.104432676623226,7271.584174487412,966.9967493509611,363290.1674778701,0.9259113816349237,0.0,0.0,0.021358291336693064,0.0,0.0,0.0003490629840521849,0.052381264044331,0.03378615479357134,45837,167,-1.414367182250862,149,307.6308724832215,0.07731745096755896,3.5378043253222873,61,191,0.05234501509883244,0.14187399614878454,352.494441650414,621.8400027883183
audio,homepod,1.7307207522121233,3843.366919290063,624.8231751385208,419913.5359543498,0.8352204288123344,0.0,0.0,0.04794025536015418,0.0,0.0,0.000481811611659841,0.1163575042158516,0.002188714497014845,4151,23,-1.6296278549934597,120,34.59166666666667,0.17128402794507347,3.563481937529041,30,78,0.5779331891507987,15.951832456330578,4.3985968367585375,51.38094363075906,214.77349900407853,76445.67056683947,0.20620316797875368,0.0,0.0,0.028549748648392298,0.0,0.0,0.00018969932656739068,0.7650573840462866,0.005115376964392282,10543,192,7.317156201409314,87,121.183908045977,0.24670397420089157,2.3729185104810666,29,60,0.2273667934971728,0.24181485380649057,649.7380786999054,280.8866988716191
audio,nestmini2,8.355416909683651,22.719653389366673,84.55708013172338,13587.449288974069,0.06895519409240594,0.0,0.0,0.0328310547849516,0.0,0.0,0.0007983235206067259,0.8974154276020357,0.009459832575115068,20042,69,101.14988674625387,108,185.57407407407408,0.35096297774673185,2.15992811958872,25,133,0.11968880889123205,0.02809719179735451,30.8540239285725,7798.066888286788,695.6857961146686,462940.8878594728,0.5367323228229446,0.0,0.0,0.014509199967577206,0.0,0.0,0.00021615195482424144,0.44854232525465404,0.047422700520287304,74022,145,-1.9201094827191842,493,150.14604462474645,0.4070006214368701,2.894868440882589,43,333,0.032411121220192574,0.006744429349708465,124.9206316565114,711.2516193530954
audio,sonos,0.39099927976320514,104.08101585842333,677.1154261057173,153192.71128445645,0.18230852211434737,0.0,0.0,0.010787486515641856,0.26105717367853293,0.0,0.017259978425026967,0.5285868392664509,0.0001608767683954091,927,19,0.04671682636435204,39,23.76923076923077,0.20280474649406688,2.7711021300621392,15,28,2.560311400607132,50.02271135204311,14.829360766408469,89511.05297873341,1203.5989711410723,311640.9417209155,0.9535034907713615,0.0,0.0,0.00016959213092512508,0.006840215947313378,0.0,0.0004522456824670002,0.03903445546793295,0.028883657470389432,35379,37,0.22931782392647548,287,123.27177700348432,0.09847649735718929,3.710483447898428,16,157,0.06743569611033912,1.0865014136604054,391.7894040854758,573.0774612745208
camera,amcrest266e,0.4531018322113967,15.467600276625175,149.0388170055453,31404.270462243996,0.0,0.0,0.0,0.0,0.0,0.0,0.014787430683918669,0.9852125693160814,0.0004587142210402919,1082,45,22.260519633205316,142,7.619718309859155,0.10536044362292052,4.040185389769084,8,179,2.2090510305268802,30.101285487940565,3445.221096943174,1175962.5141640615,73.89226576104265,25200.78279681036,1.4756143242478631e-05,0.0,0.0,1.5360903211432673e-05,1.4877095236269439e-05,0.0,3.0479902435283728e-05,0.9999245259558746,4.4062266664799985,8267743,6,61.36962999572644,131211,63.01105090274444,0.015077391737987018,11.192637434329464,14,65693,0.0002902571686442052,1.0772483039902957e-05,177.6656026955647,3603.9686411661014
camera,bluram6da9,1.2315836963089226,14.282887958014348,158.12419409569054,63322.14003562828,0.0,0.0,0.0,0.0,0.03664743807261622,0.0,0.005429250084832033,0.9579233118425518,0.001297862420593283,2947,46,21.558807765497452,90,32.74444444444445,0.16287750254496097,3.126283594479223,8,90,0.8122382963585837,4.035230661951149,118.49021115486285,2108.814734106962,889.7497739864568,468722.67204061226,0.0,0.0,0.0,0.0,0.0004080555799841703,0.0,5.628352827367866e-05,0.9995356608917422,0.08686545388073444,284275,25,-1.8505355616840309,93,3056.7204301075267,0.6340972649722979,0.7247664672497857,9,91,0.008439545410429891,0.0003626401462067062,252.87049172848958,803.12345022569
camera,boifun80c0,0.17860796195609102,0.5288311688311689,148.71698113207546,6895.219947366074,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.9622641509433962,0.00017195666691993618,424,3,-0.5900606539563151,4,106.0,0.37735849056603776,1.3454904378066128,3,4,5.6120906101614585,116.29689871015295,67.84950290328702,494.7391578088093,450.3820499431766,165237.1850522775,0.0,0.0,0.0,0.0,0.0,0.0,9.82891544061185e-05,0.9999017108455939,0.060361501486877994,162785,50,-0.4106876368429,6,27130.833333333332,0.5882790183370704,0.7461140382464133,4,6,0.014738592035601222,0.00021323771812983188,83.21606907057907,474.34327290754857
camera,google1d15,4.090266031478772,5.752772917509277,74.06114338122899,5576.885987970981,0.014266788953429125,0.0,0.0,0.0,0.0,0.0,0.0016304901661061857,0.9841027208804647,0.004881043836848746,9813,59,246.55203529732518,38,258.2368421052632,0.3618669112401916,1.6279641960012796,11,34,0.24450779199308637,0.09681545186621648,103.9155891926277,1685.8482527441988,724.7870152785018,151241.1402939238,0.0006175562417291574,0.0,0.0,0.0,0.0,0.0,6.416168745238e-05,0.9993182820708184,0.02659060039818933,249370,42,-1.1958099008093908,26,9591.153846153846,0.8679712876448651,0.4186886777399131,12,24,0.00962323379861558,0.0013509287329303355,78.76881708846555,492.81292820888245
camera,hualai,1.8072206725089686,6.535338155056465,64.49815413013383,3414.708397238182,0.005768343331795108,0.0,0.0,0.0,0.0,0.0,0.0036917397323488694,0.990539916935856,0.0003525966652722166,4334,16,376.24272170005315,21,206.38095238095238,0.12390401476695893,2.344674678107453,13,13,0.5534635599287339,1.6330050179727,173.68059240188956,2004.6267197695406,554.5893160424882,217291.91279591765,6.716754464242878e-05,0.0,0.0,0.0,0.0,0.0,3.838145408138787e-05,0.9998944510012762,0.0700110711529254,416868,0,-1.7963284649513247,25,16674.72,0.7680464799408926,0.6085271903450653,15,15,0.00575770951156518,9.432964094508067e-05,60.24272697850569,639.8263987714392
camera,yibefb,0.23933635226917616,6.389920424403183,114.28924162257496,11552.813717975083,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.02821869488536155,0.9241622574955908,0.00028191965289892383,567,2,58.28391158895083,12,47.25,0.15343915343915343,2.0459770543123033,7,8,4.18560229131274,92.19725336847732,81.26743311135331,222.94489301097678,351.6986993404384,174861.60858198733,0.0004205602683379663,0.0,0.0,0.0,0.0,0.0,8.206054016350562e-05,0.9994973791914985,0.0675518129507586,194978,4,-0.7516152745861628,32,6093.0625,0.6076377847757183,0.73349036740246,10,30,0.01230511522912074,0.00031861013132459864,107.72335245687462,499.43200428158923
lights,antela,0.47681623935268647,1.2152783568192556,275.27320490367777,5447.8060999737545,0.03677758318739054,0.0,0.0,0.0,0.0,0.0,0.014010507880910683,0.9492119089316988,7.292204633247059e-05,1142,10,3.258708231505573,9,126.88888888888889,0.840630472854641,0.6990176493096334,5,8,2.099082081491335,5.599990150942674,0.4801672642249358,1.132917813168793,274.15391304347827,5592.495872403224,0.036521739130434785,0.0,0.0,0.0,0.0,0.0,0.01391304347826087,0.9495652173913044,7.991449149410131e-05,1150,7,2.9455730295959888,9,127.77777777777777,0.8347826086956521,0.7159654438279,5,8,2.084420152287363,5.610877823321821,74.28607107893059,75.26315913004441
lights,fitop,0.4763948028452365,1.016676578451779,275.3102541630149,5668.877342128328,0.033304119193689745,0.0,0.0,0.0,0.0,0.0,0.014022787028921999,0.9526730937773883,7.19231141909299e-05,1141,14,4.316717187466891,9,126.77777777777777,0.8413672217353199,0.6906659863791145,5,8,2.1009406211083395,5.708826117253794,0.4676340846625885,0.5929264189736456,277.7026785714286,4856.250216232606,0.01875,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.9669642857142857,6.093546933797109e-05,1120,8,4.079380663191775,7,160.0,0.8571428571428571,0.603349837345055,5,7,2.1403351207201347,5.672730049261797,75.76834219516819,70.15443495995466
lights,lepro,0.46689471692642565,0.5769301302035579,201.7298747763864,2044.3459464480472,0.018783542039355994,0.0,0.0,0.0,0.0,0.0,0.014311270125223614,0.9669051878354203,6.09355910802282e-05,1118,8,5.858491211744208,7,159.71428571428572,0.8568872987477638,0.6041531471049789,5,7,2.143727951638914,5.710033077069453,0.4770219397434527,1.0984418857764795,200.61875547765118,2373.03961283577,0.03943908851884312,0.0,0.0,0.0,0.0,0.0,0.014022787028921999,0.9465381244522348,7.492013513594509e-05,1141,10,5.480719169737627,9,126.77777777777777,0.8396143733567046,0.7061332560767026,5,8,2.0981785314124926,5.704247564856765,45.68133871934724,49.19087636367269
lights,lifx,0.1555844741078046,0.324526270456503,78.6522911051213,4120.881474466379,0.0,0.0,0.0,0.0,0.0,0.0,0.0431266846361186,0.9568733153638814,0.00018796560229478006,371,0,10.508988609457838,4,92.75,0.48517520215633425,0.8708089540798605,3,4,6.444747835236627,51.731580291994284,0.157664166193573,0.7957971676564638,78.82978723404256,4111.688283687944,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.9574468085106383,0.0001899646665720176,376,18,10.38598202546687,4,94.0,0.48404255319148937,0.8690632027865826,3,4,6.359508890787761,51.525363988512154,64.34967668255311,64.28011174649063
lights,tapo,0.026294183191083002,2.1973684210526314,94.4,5259.725925925923,0.9272727272727272,0.0,0.0,0.0,0.0,0.0,0.07272727272727272,0.0,2.699924402116741e-05,55,2,8.869059859759474,4,13.75,0.4727272727272727,0.9536060155505921,3,4,38.735507055565165,6315.29387496451,1.2760688432908591,42270.48625792812,58.68104575163399,553.3091535317408,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.9816993464052287,0.0019548438072805696,3060,5,143.00175000654752,3008,1.0172872340425532,0.00784313725490196,7.976449974820384,4,1559,0.7839129600855368,115.51203242949377,72.5502621243202,24.79859323017886
lights,wiz,0.11946662031897509,3.084070796460177,108.42807017543859,16604.527378304916,0.0,0.0,0.0,0.0,0.0,0.0,0.07017543859649122,0.9298245614035088,0.00011798029729035251,285,4,47.38540188544716,10,28.5,0.29473684210526313,1.6723635156657535,6,10,8.400012690416524,214.61550451311277,0.08296846922694832,0.8213166144200627,96.81632653061224,5746.078911564627,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.9183673469387755,6.799129711396941e-05,196,0,6.8818480656529655,4,49.0,0.6122448979591837,0.923876151403737,3,4,12.114580568900475,311.72224031903545,128.97802232503312,75.88586360895513
lights,yeelight4,0.14315845098412705,0.31666984066527004,99.71720116618076,6797.332071675788,0.0,0.0,0.0,0.0,0.0,0.0,0.04664723032069971,0.9533527696793003,0.00016997059508704995,343,1,13.858696245222017,5,68.6,0.47230320699708456,0.9253452747222835,4,5,7.005691733276635,59.299030283250964,0.1688664626308953,0.8321394160278156,103.99007444168734,9027.567065417332,0.0,0.0,0.0,0.0,0.0,0.0,0.04218362282878412,0.9578163771712159,0.0001769600070384093,403,2,13.63317399057169,7,57.57142857142857,0.41687344913151364,1.208503280559211,6,22,5.936569917854385,51.036445546771176,82.58909268473387,95.18237637262914
